fips,area_type,year,average_unemployment_rate
22127,County,2007,5.0
22127,County,2008,5.7
22127,County,2009,8.4
22127,County,2010,9.3
22127,County,2011,9.4
22127,County,2012,8.6
22127,County,2013,8.1
22127,County,2014,7.5
22127,County,2015,8.3
22127,County,2016,8.0
23,State,1976,8.7
23,State,1977,8.3
23,State,1978,6.4
23,State,1979,6.8
23,State,1980,7.6
23,State,1981,7.4
23,State,1982,8.4
23,State,1983,8.3
23,State,1984,6.2
23,State,1985,5.5
23,State,1986,5.3
23,State,1987,4.4
23,State,1988,3.6
23,State,1989,4.0
23,State,1990,5.3
23,State,1991,7.5
23,State,1992,7.3
23,State,1993,7.3
23,State,1994,7.0
23,State,1995,6.0
23,State,1996,5.2
23,State,1997,5.1
23,State,1998,4.5
23,State,1999,4.0
23,State,2000,3.4
23,State,2001,3.8
23,State,2002,4.3
23,State,2003,5.0
23,State,2004,4.7
23,State,2005,4.9
23,State,2006,4.6
23,State,2007,4.7
23,State,2008,5.5
23,State,2009,8.1
23,State,2010,8.1
23,State,2011,7.9
23,State,2012,7.5
23,State,2013,6.6
23,State,2014,5.6
23,State,2015,4.4
23,State,2016,4.0
23001,County,1990,6.8
23001,County,1991,9.1
23001,County,1992,8.6
23001,County,1993,7.9
23001,County,1994,7.2
23001,County,1995,6.0
23001,County,1996,5.9
23001,County,1997,5.5
23001,County,1998,4.9
23001,County,1999,3.9
23001,County,2000,3.4
23001,County,2001,4.0
23001,County,2002,4.4
23001,County,2003,5.0
23001,County,2004,4.5
23001,County,2005,5.0
23001,County,2006,4.6
23001,County,2007,4.6
23001,County,2008,5.5
23001,County,2009,8.4
23001,County,2010,8.6
23001,County,2011,8.1
23001,County,2012,7.8
23001,County,2013,6.7
23001,County,2014,5.4
23001,County,2015,4.1
23001,County,2016,3.7
23003,County,1990,6.9
23003,County,1991,9.4
23003,County,1992,10.3
23003,County,1993,10.8
23003,County,1994,11.8
23003,County,1995,10.5
23003,County,1996,9.2
23003,County,1997,8.8
23003,County,1998,7.1
23003,County,1999,5.5
23003,County,2000,4.2
23003,County,2001,4.5
23003,County,2002,5.2
23003,County,2003,6.1
23003,County,2004,6.2
23003,County,2005,6.6
23003,County,2006,6.5
23003,County,2007,6.3
23003,County,2008,7.0
23003,County,2009,9.7
23003,County,2010,9.7
23003,County,2011,9.8
23003,County,2012,9.4
23003,County,2013,8.6
23003,County,2014,7.6
23003,County,2015,6.0
23003,County,2016,5.9
23005,County,1990,3.8
23005,County,1991,5.9
23005,County,1992,5.5
23005,County,1993,5.5
23005,County,1994,4.7
23005,County,1995,3.7
23005,County,1996,3.0
23005,County,1997,2.7
23005,County,1998,2.5
23005,County,1999,2.2
23005,County,2000,2.5
23005,County,2001,2.8
23005,County,2002,3.2
23005,County,2003,3.5
23005,County,2004,3.4
23005,County,2005,3.6
23005,County,2006,3.4
23005,County,2007,3.4
23005,County,2008,4.2
23005,County,2009,6.5
23005,County,2010,6.6
23005,County,2011,6.3
23005,County,2012,6.0
23005,County,2013,5.3
23005,County,2014,4.4
23005,County,2015,3.4
23005,County,2016,3.0
23007,County,1990,6.4
23007,County,1991,8.6
23007,County,1992,8.1
23007,County,1993,7.3
23007,County,1994,7.5
23007,County,1995,6.8
23007,County,1996,6.5
23007,County,1997,7.4
23007,County,1998,6.9
23007,County,1999,6.7
23007,County,2000,5.1
23007,County,2001,5.3
23007,County,2002,5.1
23007,County,2003,5.9
23007,County,2004,5.7
23007,County,2005,5.8
23007,County,2006,5.7
23007,County,2007,6.1
23007,County,2008,7.1
23007,County,2009,10.4
23007,County,2010,9.2
23007,County,2011,9.0
23007,County,2012,8.6
23007,County,2013,7.7
23007,County,2014,6.5
23007,County,2015,4.8
23007,County,2016,4.6
23009,County,1990,5.2
23009,County,1991,7.1
23009,County,1992,7.8
23009,County,1993,7.9
23009,County,1994,7.7
23009,County,1995,7.0
23009,County,1996,6.1
23009,County,1997,5.7
23009,County,1998,5.3
23009,County,1999,5.2
23009,County,2000,4.1
23009,County,2001,4.2
23009,County,2002,4.4
23009,County,2003,5.1
23009,County,2004,5.2
23009,County,2005,5.6
23009,County,2006,5.4
23009,County,2007,5.5
23009,County,2008,6.2
23009,County,2009,8.8
23009,County,2010,9.0
23009,County,2011,9.0
23009,County,2012,8.8
23009,County,2013,8.0
23009,County,2014,7.0
23009,County,2015,5.8
23009,County,2016,5.4
23011,County,1990,4.5
23011,County,1991,6.9
23011,County,1992,7.1
23011,County,1993,7.2
23011,County,1994,6.8
23011,County,1995,6.8
23011,County,1996,5.7
23011,County,1997,5.5
23011,County,1998,5.4
23011,County,1999,4.4
23011,County,2000,3.5
23011,County,2001,3.8
23011,County,2002,4.3
23011,County,2003,5.1
23011,County,2004,4.8
23011,County,2005,5.0
23011,County,2006,4.4
23011,County,2007,4.6
23011,County,2008,5.3
23011,County,2009,7.6
23011,County,2010,7.6
23011,County,2011,7.4
23011,County,2012,7.2
23011,County,2013,6.2
23011,County,2014,5.3
23011,County,2015,4.2
23011,County,2016,3.8
23013,County,1990,5.2
23013,County,1991,6.6
23013,County,1992,6.4
23013,County,1993,5.6
23013,County,1994,5.2
23013,County,1995,4.2
23013,County,1996,3.7
23013,County,1997,4.0
23013,County,1998,3.4
23013,County,1999,2.9
23013,County,2000,2.8
23013,County,2001,3.1
23013,County,2002,3.3
23013,County,2003,4.2
23013,County,2004,3.6
23013,County,2005,4.2
23013,County,2006,4.2
23013,County,2007,4.4
23013,County,2008,5.3
23013,County,2009,7.9
23013,County,2010,7.4
23013,County,2011,7.4
23013,County,2012,7.0
23013,County,2013,6.0
23013,County,2014,5.2
23013,County,2015,4.1
23013,County,2016,3.9
23015,County,1990,3.5
23015,County,1991,5.5
23015,County,1992,6.0
23015,County,1993,6.1
23015,County,1994,5.5
23015,County,1995,4.9
23015,County,1996,4.0
23015,County,1997,3.8
23015,County,1998,3.4
23015,County,1999,2.9
23015,County,2000,3.0
23015,County,2001,3.4
23015,County,2002,3.6
23015,County,2003,4.2
23015,County,2004,4.0
23015,County,2005,4.5
23015,County,2006,4.2
23015,County,2007,4.2
23015,County,2008,5.2
23015,County,2009,7.6
23015,County,2010,7.6
23015,County,2011,7.9
23015,County,2012,7.4
23015,County,2013,6.8
23015,County,2014,5.9
23015,County,2015,4.5
23015,County,2016,4.1
23017,County,1990,7.0
23017,County,1991,9.5
23017,County,1992,8.6
23017,County,1993,9.0
23017,County,1994,9.2
23017,County,1995,7.4
23017,County,1996,6.3
23017,County,1997,6.4
23017,County,1998,6.1
23017,County,1999,6.4
23017,County,2000,4.1
23017,County,2001,4.7
23017,County,2002,5.5
23017,County,2003,5.8
23017,County,2004,5.6
23017,County,2005,5.8
23017,County,2006,5.7
23017,County,2007,5.9
23017,County,2008,6.9
23017,County,2009,10.7
23017,County,2010,10.7
23017,County,2011,10.5
23017,County,2012,9.7
23017,County,2013,8.3
23017,County,2014,7.0
23017,County,2015,5.5
23017,County,2016,4.9
23019,County,1990,5.8
23019,County,1991,7.9
23019,County,1992,7.1
23019,County,1993,7.0
23019,County,1994,7.5
23019,County,1995,6.3
23019,County,1996,5.4
23019,County,1997,5.5
23019,County,1998,4.6
23019,County,1999,4.1
23019,County,2000,3.7
23019,County,2001,4.1
23019,County,2002,4.6
23019,County,2003,5.9
23019,County,2004,5.5
23019,County,2005,5.1
23019,County,2006,5.0
23019,County,2007,5.1
23019,County,2008,5.8
23019,County,2009,8.2
23019,County,2010,8.6
23019,County,2011,8.3
23019,County,2012,7.8
23019,County,2013,6.9
23019,County,2014,6.1
23019,County,2015,4.8
23019,County,2016,4.6
23021,County,1990,6.4
23021,County,1991,9.3
23021,County,1992,8.9
23021,County,1993,9.1
23021,County,1994,9.4
23021,County,1995,8.1
23021,County,1996,7.6
23021,County,1997,7.7
23021,County,1998,6.6
23021,County,1999,6.8
23021,County,2000,5.3
23021,County,2001,5.7
23021,County,2002,6.9
23021,County,2003,7.9
23021,County,2004,6.8
23021,County,2005,7.4
23021,County,2006,6.7
23021,County,2007,7.5
23021,County,2008,8.4
23021,County,2009,12.2
23021,County,2010,10.1
23021,County,2011,9.8
23021,County,2012,9.4
23021,County,2013,8.8
23021,County,2014,7.4
23021,County,2015,5.8
23021,County,2016,5.4
23023,County,1990,3.5
23023,County,1991,5.4
23023,County,1992,5.4
23023,County,1993,5.3
23023,County,1994,4.6
23023,County,1995,4.2
23023,County,1996,4.1
23023,County,1997,3.7
23023,County,1998,3.2
23023,County,1999,2.9
23023,County,2000,2.7
23023,County,2001,3.1
23023,County,2002,3.5
23023,County,2003,3.9
23023,County,2004,3.7
23023,County,2005,4.4
23023,County,2006,4.0
23023,County,2007,3.9
23023,County,2008,4.8
23023,County,2009,7.1
23023,County,2010,6.6
23023,County,2011,6.7
23023,County,2012,6.5
23023,County,2013,5.6
23023,County,2014,4.6
23023,County,2015,3.5
23023,County,2016,3.1
23025,County,1990,6.9
23025,County,1991,10.1
23025,County,1992,9.9
23025,County,1993,9.9
23025,County,1994,10.2
23025,County,1995,9.3
23025,County,1996,8.2
23025,County,1997,8.6
23025,County,1998,7.7
23025,County,1999,7.2
23025,County,2000,4.8
23025,County,2001,6.0
23025,County,2002,7.0
23025,County,2003,7.7
23025,County,2004,7.4
23025,County,2005,7.6
23025,County,2006,6.8
23025,County,2007,6.9
23025,County,2008,7.9
23025,County,2009,10.9
23025,County,2010,11.1
23025,County,2011,10.8
23025,County,2012,10.1
23025,County,2013,9.1
23025,County,2014,7.9
23025,County,2015,6.6
23025,County,2016,6.0
23027,County,1990,7.3
23027,County,1991,9.4
23027,County,1992,8.8
23027,County,1993,8.8
23027,County,1994,8.1
23027,County,1995,7.4
23027,County,1996,6.1
23027,County,1997,5.7
23027,County,1998,5.2
23027,County,1999,4.2
23027,County,2000,3.9
23027,County,2001,4.3
23027,County,2002,4.8
23027,County,2003,5.6
23027,County,2004,5.1
23027,County,2005,5.4
23027,County,2006,5.2
23027,County,2007,5.4
23027,County,2008,6.2
23027,County,2009,8.9
23027,County,2010,8.4
23027,County,2011,8.2
23027,County,2012,8.1
23027,County,2013,7.0
23027,County,2014,6.0
23027,County,2015,5.1
23027,County,2016,4.6
23029,County,1990,7.7
23029,County,1991,10.0
23029,County,1992,10.0
23029,County,1993,12.0
23029,County,1994,11.9
23029,County,1995,10.0
23029,County,1996,9.5
23029,County,1997,10.4
23029,County,1998,9.7
23029,County,1999,8.7
23029,County,2000,6.0
23029,County,2001,6.7
23029,County,2002,7.8
23029,County,2003,8.7
23029,County,2004,7.6
23029,County,2005,8.5
23029,County,2006,7.5
23029,County,2007,7.7
23029,County,2008,8.5
23029,County,2009,11.0
23029,County,2010,10.7
23029,County,2011,10.6
23029,County,2012,10.4
23029,County,2013,9.4
23029,County,2014,8.3
23029,County,2015,6.7
23029,County,2016,6.6
23031,County,1990,4.8
23031,County,1991,6.9
23031,County,1992,6.7
23031,County,1993,6.4
23031,County,1994,5.8
23031,County,1995,4.4
23031,County,1996,3.9
23031,County,1997,3.6
23031,County,1998,3.2
23031,County,1999,2.8
23031,County,2000,2.7
23031,County,2001,3.4
23031,County,2002,4.2
23031,County,2003,4.6
23031,County,2004,4.0
23031,County,2005,4.2
23031,County,2006,3.9
23031,County,2007,4.0
23031,County,2008,4.9
23031,County,2009,7.7
23031,County,2010,8.0
23031,County,2011,7.4
23031,County,2012,6.9
23031,County,2013,6.3
23031,County,2014,5.2
23031,County,2015,3.9
23031,County,2016,3.6
24,State,1976,6.6
24,State,1977,6.3
24,State,1978,5.5
24,State,1979,5.8
24,State,1980,6.6
24,State,1981,7.3
24,State,1982,8.3
24,State,1983,7.0
24,State,1984,5.4
24,State,1985,4.6
24,State,1986,4.6
24,State,1987,4.4
24,State,1988,4.3
24,State,1989,3.8
24,State,1990,4.5
24,State,1991,6.1
24,State,1992,6.8
24,State,1993,6.2
24,State,1994,5.3
24,State,1995,5.0
24,State,1996,5.0
24,State,1997,5.0
24,State,1998,4.4
24,State,1999,3.6
24,State,2000,3.6
24,State,2001,4.0
24,State,2002,4.4
24,State,2003,4.4
24,State,2004,4.3
24,State,2005,4.1
24,State,2006,3.9
24,State,2007,3.4
24,State,2008,4.2
24,State,2009,7.0
24,State,2010,7.6
24,State,2011,7.2
24,State,2012,7.0
24,State,2013,6.6
24,State,2014,5.8
24,State,2015,5.2
24,State,2016,4.6
24001,County,1990,11.0
24001,County,1991,12.3
24001,County,1992,13.5
24001,County,1993,11.6
24001,County,1994,9.9
24001,County,1995,9.3
24001,County,1996,9.0
24001,County,1997,9.7
24001,County,1998,8.7
24001,County,1999,7.2
24001,County,2000,6.0
24001,County,2001,6.3
24001,County,2002,6.2
24001,County,2003,6.0
24001,County,2004,6.1
24001,County,2005,6.1
24001,County,2006,5.6
24001,County,2007,5.1
24001,County,2008,5.7
24001,County,2009,8.5
24001,County,2010,9.3
24001,County,2011,9.1
24001,County,2012,8.9
24001,County,2013,8.5
24001,County,2014,7.6
24001,County,2015,7.0
24001,County,2016,6.8
24003,County,1990,3.3
24003,County,1991,5.1
24003,County,1992,5.8
24003,County,1993,5.4
24003,County,1994,4.3
24003,County,1995,4.0
24003,County,1996,4.1
24003,County,1997,3.8
24003,County,1998,3.4
24003,County,1999,2.8
24003,County,2000,3.0
24003,County,2001,3.4
24003,County,2002,3.9
24003,County,2003,3.8
24003,County,2004,3.7
24003,County,2005,3.5
24003,County,2006,3.3
24003,County,2007,3.0
24003,County,2008,3.7
24003,County,2009,6.4
24003,County,2010,6.9
24003,County,2011,6.3
24003,County,2012,6.0
24003,County,2013,5.7
24003,County,2014,5.1
24003,County,2015,4.5
24003,County,2016,4.0
24005,County,1990,4.5
24005,County,1991,6.3
24005,County,1992,7.2
24005,County,1993,6.7
24005,County,1994,5.6
24005,County,1995,5.3
24005,County,1996,5.3
24005,County,1997,5.1
24005,County,1998,4.6
24005,County,1999,3.8
24005,County,2000,3.7
24005,County,2001,4.1
24005,County,2002,4.6
24005,County,2003,4.7
24005,County,2004,4.4
24005,County,2005,4.3
24005,County,2006,3.9
24005,County,2007,3.5
24005,County,2008,4.4
24005,County,2009,7.4
24005,County,2010,8.3
24005,County,2011,7.7
24005,County,2012,7.3
24005,County,2013,6.9
24005,County,2014,6.1
24005,County,2015,5.4
24005,County,2016,4.8
24009,County,1990,3.5
24009,County,1991,6.1
24009,County,1992,5.9
24009,County,1993,4.7
24009,County,1994,3.7
24009,County,1995,4.0
24009,County,1996,4.1
24009,County,1997,3.6
24009,County,1998,3.5
24009,County,1999,2.6
24009,County,2000,3.0
24009,County,2001,3.2
24009,County,2002,3.5
24009,County,2003,3.5
24009,County,2004,3.4
24009,County,2005,3.4
24009,County,2006,3.1
24009,County,2007,2.8
24009,County,2008,3.4
24009,County,2009,5.9
24009,County,2010,6.9
24009,County,2011,6.5
24009,County,2012,6.3
24009,County,2013,5.9
24009,County,2014,5.3
24009,County,2015,4.7
24009,County,2016,4.0
24011,County,1990,4.3
24011,County,1991,7.3
24011,County,1992,8.4
24011,County,1993,7.8
24011,County,1994,5.0
24011,County,1995,5.4
24011,County,1996,6.1
24011,County,1997,5.1
24011,County,1998,4.3
24011,County,1999,3.3
24011,County,2000,3.6
24011,County,2001,4.6
24011,County,2002,4.6
24011,County,2003,5.1
24011,County,2004,4.7
24011,County,2005,4.4
24011,County,2006,4.4
24011,County,2007,4.1
24011,County,2008,5.3
24011,County,2009,9.0
24011,County,2010,9.2
24011,County,2011,8.6
24011,County,2012,7.7
24011,County,2013,7.0
24011,County,2014,6.2
24011,County,2015,5.6
24011,County,2016,5.1
24013,County,1990,3.7
24013,County,1991,5.7
24013,County,1992,6.0
24013,County,1993,5.3
24013,County,1994,4.3
24013,County,1995,4.1
24013,County,1996,4.2
24013,County,1997,3.8
24013,County,1998,3.1
24013,County,1999,2.5
24013,County,2000,3.0
24013,County,2001,3.2
24013,County,2002,3.6
24013,County,2003,3.6
24013,County,2004,3.5
24013,County,2005,3.3
24013,County,2006,3.2
24013,County,2007,2.9
24013,County,2008,3.7
24013,County,2009,6.4
24013,County,2010,6.8
24013,County,2011,6.1
24013,County,2012,5.9
24013,County,2013,5.5
24013,County,2014,4.8
24013,County,2015,4.3
24013,County,2016,3.8
24015,County,1990,9.9
24015,County,1991,11.8
24015,County,1992,10.8
24015,County,1993,8.5
24015,County,1994,7.9
24015,County,1995,7.8
24015,County,1996,10.1
24015,County,1997,7.7
24015,County,1998,6.5
24015,County,1999,4.6
24015,County,2000,3.5
24015,County,2001,3.9
24015,County,2002,4.5
24015,County,2003,5.1
24015,County,2004,4.4
24015,County,2005,4.6
24015,County,2006,4.4
24015,County,2007,3.8
24015,County,2008,5.1
24015,County,2009,9.1
24015,County,2010,9.5
24015,County,2011,8.9
24015,County,2012,8.3
24015,County,2013,7.7
24015,County,2014,6.6
24015,County,2015,6.0
24015,County,2016,5.4
24017,County,1990,2.8
24017,County,1991,4.5
24017,County,1992,5.6
24017,County,1993,4.5
24017,County,1994,3.6
24017,County,1995,3.8
24017,County,1996,3.6
24017,County,1997,3.9
24017,County,1998,3.1
24017,County,1999,2.5
24017,County,2000,3.0
24017,County,2001,3.2
24017,County,2002,3.5
24017,County,2003,3.4
24017,County,2004,3.4
24017,County,2005,3.4
24017,County,2006,3.2
24017,County,2007,2.9
24017,County,2008,3.6
24017,County,2009,5.8
24017,County,2010,6.9
24017,County,2011,6.7
24017,County,2012,6.7
24017,County,2013,6.5
24017,County,2014,5.7
24017,County,2015,5.1
24017,County,2016,4.4
24019,County,1990,7.3
24019,County,1991,9.7
24019,County,1992,12.8
24019,County,1993,10.4
24019,County,1994,9.2
24019,County,1995,9.8
24019,County,1996,10.9
24019,County,1997,10.4
24019,County,1998,9.5
24019,County,1999,7.4
24019,County,2000,5.1
24019,County,2001,6.3
24019,County,2002,6.5
24019,County,2003,6.9
24019,County,2004,5.8
24019,County,2005,5.4
24019,County,2006,5.7
24019,County,2007,5.8
24019,County,2008,6.7
24019,County,2009,10.6
24019,County,2010,11.4
24019,County,2011,11.1
24019,County,2012,10.8
24019,County,2013,9.8
24019,County,2014,8.4
24019,County,2015,7.4
24019,County,2016,6.8
24021,County,1990,4.0
24021,County,1991,5.6
24021,County,1992,5.6
24021,County,1993,4.6
24021,County,1994,4.0
24021,County,1995,4.0
24021,County,1996,3.5
24021,County,1997,3.7
24021,County,1998,2.8
24021,County,1999,2.2
24021,County,2000,2.7
24021,County,2001,3.1
24021,County,2002,3.4
24021,County,2003,3.5
24021,County,2004,3.3
24021,County,2005,3.1
24021,County,2006,3.1
24021,County,2007,2.9
24021,County,2008,3.6
24021,County,2009,6.3
24021,County,2010,6.9
24021,County,2011,6.4
24021,County,2012,6.1
24021,County,2013,5.8
24021,County,2014,5.0
24021,County,2015,4.5
24021,County,2016,4.0
24023,County,1990,9.4
24023,County,1991,12.5
24023,County,1992,13.6
24023,County,1993,12.8
24023,County,1994,11.2
24023,County,1995,10.3
24023,County,1996,10.9
24023,County,1997,13.5
24023,County,1998,10.6
24023,County,1999,8.5
24023,County,2000,5.2
24023,County,2001,5.3
24023,County,2002,5.4
24023,County,2003,5.2
24023,County,2004,4.9
24023,County,2005,4.8
24023,County,2006,4.9
24023,County,2007,4.4
24023,County,2008,4.8
24023,County,2009,7.8
24023,County,2010,8.9
24023,County,2011,8.4
24023,County,2012,8.3
24023,County,2013,8.0
24023,County,2014,7.1
24023,County,2015,6.5
24023,County,2016,6.4
24025,County,1990,4.4
24025,County,1991,6.1
24025,County,1992,7.2
24025,County,1993,6.3
24025,County,1994,5.9
24025,County,1995,5.6
24025,County,1996,5.4
24025,County,1997,5.0
24025,County,1998,4.4
24025,County,1999,3.2
24025,County,2000,3.3
24025,County,2001,3.7
24025,County,2002,4.2
24025,County,2003,4.3
24025,County,2004,4.0
24025,County,2005,3.9
24025,County,2006,3.6
24025,County,2007,3.3
24025,County,2008,4.1
24025,County,2009,7.1
24025,County,2010,7.8
24025,County,2011,7.2
24025,County,2012,6.9
24025,County,2013,6.5
24025,County,2014,5.7
24025,County,2015,5.0
24025,County,2016,4.4
24027,County,1990,2.5
24027,County,1991,3.8
24027,County,1992,4.3
24027,County,1993,3.9
24027,County,1994,3.6
24027,County,1995,3.3
24027,County,1996,3.1
24027,County,1997,2.9
24027,County,1998,2.4
24027,County,1999,1.8
24027,County,2000,2.5
24027,County,2001,3.0
24027,County,2002,3.4
24027,County,2003,3.3
24027,County,2004,3.2
24027,County,2005,3.1
24027,County,2006,2.9
24027,County,2007,2.5
24027,County,2008,3.1
24027,County,2009,5.2
24027,County,2010,5.6
24027,County,2011,5.2
24027,County,2012,5.0
24027,County,2013,4.8
24027,County,2014,4.3
24027,County,2015,3.9
24027,County,2016,3.4
24029,County,1990,5.6
24029,County,1991,7.2
24029,County,1992,8.2
24029,County,1993,7.2
24029,County,1994,5.8
24029,County,1995,6.6
24029,County,1996,8.3
24029,County,1997,7.1
24029,County,1998,5.9
24029,County,1999,3.9
24029,County,2000,3.9
24029,County,2001,4.1
24029,County,2002,4.4
24029,County,2003,4.9
24029,County,2004,4.3
24029,County,2005,4.2
24029,County,2006,3.9
24029,County,2007,3.5
24029,County,2008,4.7
24029,County,2009,7.6
24029,County,2010,8.8
24029,County,2011,8.1
24029,County,2012,7.6
24029,County,2013,7.2
24029,County,2014,6.4
24029,County,2015,5.5
24029,County,2016,5.2
24031,County,1990,2.4
24031,County,1991,3.3
24031,County,1992,3.7
24031,County,1993,3.5
24031,County,1994,3.0
24031,County,1995,2.9
24031,County,1996,2.7
24031,County,1997,2.5
24031,County,1998,2.3
24031,County,1999,1.9
24031,County,2000,2.6
24031,County,2001,3.1
24031,County,2002,3.5
24031,County,2003,3.3
24031,County,2004,3.2
24031,County,2005,3.1
24031,County,2006,2.9
24031,County,2007,2.6
24031,County,2008,3.2
24031,County,2009,5.3
24031,County,2010,5.6
24031,County,2011,5.3
24031,County,2012,5.2
24031,County,2013,5.0
24031,County,2014,4.4
24031,County,2015,4.0
24031,County,2016,3.5
24033,County,1990,3.5
24033,County,1991,5.0
24033,County,1992,5.8
24033,County,1993,5.4
24033,County,1994,4.6
24033,County,1995,4.8
24033,County,1996,4.9
24033,County,1997,4.9
24033,County,1998,4.3
24033,County,1999,3.5
24033,County,2000,3.7
24033,County,2001,4.2
24033,County,2002,4.8
24033,County,2003,4.7
24033,County,2004,4.4
24033,County,2005,4.5
24033,County,2006,4.2
24033,County,2007,3.6
24033,County,2008,4.3
24033,County,2009,6.9
24033,County,2010,7.5
24033,County,2011,7.5
24033,County,2012,7.3
24033,County,2013,6.9
24033,County,2014,6.0
24033,County,2015,5.3
24033,County,2016,4.6
24035,County,1990,3.4
24035,County,1991,5.5
24035,County,1992,6.7
24035,County,1993,5.6
24035,County,1994,4.9
24035,County,1995,4.5
24035,County,1996,4.6
24035,County,1997,4.0
24035,County,1998,3.7
24035,County,1999,2.9
24035,County,2000,3.1
24035,County,2001,3.4
24035,County,2002,3.6
24035,County,2003,3.8
24035,County,2004,3.6
24035,County,2005,3.5
24035,County,2006,3.4
24035,County,2007,3.1
24035,County,2008,4.0
24035,County,2009,6.7
24035,County,2010,7.3
24035,County,2011,6.8
24035,County,2012,6.3
24035,County,2013,5.9
24035,County,2014,5.1
24035,County,2015,4.6
24035,County,2016,4.1
24037,County,1990,4.2
24037,County,1991,5.6
24037,County,1992,6.7
24037,County,1993,5.7
24037,County,1994,4.9
24037,County,1995,4.9
24037,County,1996,4.7
24037,County,1997,4.3
24037,County,1998,3.8
24037,County,1999,3.2
24037,County,2000,3.3
24037,County,2001,3.3
24037,County,2002,3.6
24037,County,2003,3.4
24037,County,2004,3.4
24037,County,2005,3.5
24037,County,2006,3.4
24037,County,2007,2.9
24037,County,2008,3.6
24037,County,2009,5.6
24037,County,2010,6.5
24037,County,2011,6.3
24037,County,2012,6.2
24037,County,2013,6.0
24037,County,2014,5.4
24037,County,2015,5.0
24037,County,2016,4.4
24039,County,1990,14.9
24039,County,1991,13.0
24039,County,1992,12.2
24039,County,1993,12.0
24039,County,1994,11.5
24039,County,1995,10.6
24039,County,1996,10.2
24039,County,1997,9.5
24039,County,1998,9.2
24039,County,1999,7.7
24039,County,2000,6.3
24039,County,2001,6.7
24039,County,2002,6.7
24039,County,2003,6.5
24039,County,2004,6.5
24039,County,2005,6.0
24039,County,2006,5.5
24039,County,2007,5.3
24039,County,2008,6.3
24039,County,2009,9.5
24039,County,2010,11.9
24039,County,2011,11.7
24039,County,2012,11.3
24039,County,2013,10.7
24039,County,2014,9.5
24039,County,2015,8.3
24039,County,2016,7.5
24041,County,1990,2.9
24041,County,1991,4.7
24041,County,1992,5.3
24041,County,1993,4.2
24041,County,1994,3.5
24041,County,1995,3.5
24041,County,1996,4.1
24041,County,1997,4.2
24041,County,1998,3.8
24041,County,1999,2.9
24041,County,2000,3.4
24041,County,2001,3.5
24041,County,2002,3.8
24041,County,2003,4.3
24041,County,2004,4.1
24041,County,2005,3.9
24041,County,2006,3.6
24041,County,2007,3.4
24041,County,2008,4.2
24041,County,2009,7.2
24041,County,2010,8.0
24041,County,2011,7.5
24041,County,2012,7.2
24041,County,2013,6.4
24041,County,2014,5.5
24041,County,2015,5.1
24041,County,2016,4.6
24043,County,1990,6.7
24043,County,1991,8.8
24043,County,1992,9.4
24043,County,1993,8.6
24043,County,1994,6.9
24043,County,1995,6.1
24043,County,1996,5.3
24043,County,1997,4.8
24043,County,1998,4.2
24043,County,1999,3.4
24043,County,2000,3.7
24043,County,2001,4.4
24043,County,2002,4.9
24043,County,2003,4.9
24043,County,2004,4.5
24043,County,2005,4.4
24043,County,2006,4.5
24043,County,2007,4.3
24043,County,2008,5.5
24043,County,2009,9.7
24043,County,2010,9.6
24043,County,2011,8.8
24043,County,2012,7.8
24043,County,2013,7.4
24043,County,2014,6.5
24043,County,2015,5.8
24043,County,2016,5.3
24045,County,1990,6.7
24045,County,1991,7.7
24045,County,1992,8.9
24045,County,1993,6.9
24045,County,1994,6.6
24045,County,1995,5.9
24045,County,1996,6.2
24045,County,1997,6.1
24045,County,1998,5.3
24045,County,1999,4.7
24045,County,2000,4.2
24045,County,2001,4.7
24045,County,2002,4.8
24045,County,2003,4.8
24045,County,2004,4.4
24045,County,2005,4.2
24045,County,2006,4.1
24045,County,2007,3.9
24045,County,2008,5.2
24045,County,2009,8.3
24045,County,2010,9.8
24045,County,2011,9.8
24045,County,2012,9.4
24045,County,2013,8.7
24045,County,2014,7.7
24045,County,2015,6.9
24045,County,2016,6.3
24047,County,1990,8.8
24047,County,1991,10.7
24047,County,1992,12.6
24047,County,1993,11.7
24047,County,1994,10.4
24047,County,1995,10.3
24047,County,1996,10.6
24047,County,1997,11.4
24047,County,1998,10.6
24047,County,1999,9.6
24047,County,2000,6.4
24047,County,2001,6.8
24047,County,2002,6.5
24047,County,2003,6.8
24047,County,2004,7.0
24047,County,2005,6.9
24047,County,2006,6.2
24047,County,2007,6.0
24047,County,2008,7.4
24047,County,2009,11.3
24047,County,2010,13.4
24047,County,2011,13.8
24047,County,2012,12.9
24047,County,2013,12.6
24047,County,2014,11.5
24047,County,2015,10.6
24047,County,2016,10.4
24510,County,1990,7.7
24510,County,1991,10.2
24510,County,1992,11.1
24510,County,1993,10.4
24510,County,1994,9.1
24510,County,1995,8.3
24510,County,1996,8.5
24510,County,1997,9.4
24510,County,1998,8.9
24510,County,1999,7.4
24510,County,2000,5.9
24510,County,2001,6.6
24510,County,2002,7.1
24510,County,2003,7.3
24510,County,2004,7.2
24510,County,2005,6.9
24510,County,2006,6.4
24510,County,2007,5.5
24510,County,2008,6.5
24510,County,2009,10.2
24510,County,2010,11.2
24510,County,2011,10.6
24510,County,2012,10.2
24510,County,2013,9.7
24510,County,2014,8.6
24510,County,2015,7.7
